id,name
933,"Apple - Delicious, Golden"
934,Sugar - Splenda Sweetener
935,Dasheen
936,Cocoa Powder - Dutched
937,Dikon
938,Cod - Black Whole Fillet
939,"Fish - Soup Base, Bouillon"
940,Crush - Cream Soda
941,Soupfoamcont12oz 112con
942,Broccoli - Fresh
943,Muffin Batt - Blueberry Passion
944,Muffin Mix - Oatmeal
945,Beef - Sushi Flat Iron Steak
946,"Cheese - Cheddar, Old White"
947,Canada Dry
948,Flour - Strong Pizza
949,Appetizer - Escargot Puff
950,Danishes - Mini Raspberry
951,Wanton Wrap
952,Veal - Sweetbread
953,Parsnip
954,Fruit Salad Deluxe
955,Latex Rubber Gloves Size 9
956,Soup - French Onion
957,Pea - Snow
958,Vaccum Bag 10x13
959,"Syrup - Golden, Lyles"
960,Apricots - Halves
961,"Olives - Green, Pitted"
962,"Pasta - Tortellini, Fresh"
963,"Beans - Fava, Canned"
964,Bagelers - Cinn / Brown
965,Tia Maria
966,Longos - Lasagna Beef
967,Lamb - Sausage Casings
968,Beef - Ground Medium
969,Sauce - Cranberry
970,"Tart Shells - Sweet, 3"
971,Wine - Baron De Rothschild
972,"Butter - Salted, Micro"
973,Sprouts - Bean
974,"Beef - Bones, Marrow"
975,Pastry - Key Limepoppy Seed Tea
976,Greens Mustard
977,Wine - Delicato Merlot
978,Mustard - Individual Pkg
979,Muffin - Mix - Strawberry Rhubarb
980,Soap - Pine Sol Floor Cleaner
981,Mushroom - White Button
982,Cafe Royale
983,Cookies Cereal Nut
984,Port - 74 Brights
985,Veal - Striploin
986,Barley - Pearl
987,Easy Off Oven Cleaner
988,Flower - Commercial Spider
989,Chocolate - Semi Sweet
990,Bread Foccacia Whole
991,Cheese - Bocconcini
992,Clementine
993,Cookie - Oatmeal
994,"Juice - Clam, 46 Oz"
995,Long Island Ice Tea
996,Chicken Giblets
997,Pastry - Baked Scones - Mini
998,Quail Eggs - Canned
999,Bagels Poppyseed
1000,Ginger - Crystalized
